id,text,label,source,platform_type,language,date_collected,text_length,clean_text,label_encoded
UG_TRUE_744,Prof.Vincent Kakembo atuuziddwa nga Vice chancellor wa Muteesa I Royal University – ku matikkira ag’omulundi ogwe 12,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,17,profvincent kakembo atuuziddwa nga vice chancellor wa muteesa royal university ku matikkira agomulundi ogwe 12,1
UG_TRUE_745,Okusereba kw’omwana omulenzi kuteeka Uganda mu Katyabaga – Ssaabalabirizi Kazimba Mugalu,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,11,okusereba kwomwana omulenzi kuteeka uganda mu katyabaga ssaabalabirizi kazimba mugalu,1
UG_TRUE_746,Ssaabasumba Kasujja alabudde bannaddiini abavudde ku kigambo kya Katonda – nebeemalira mu by’obufuzi ebyawulayawula mu bantu,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,16,ssaabasumba kasujja alabudde bannaddiini abavudde ku kigambo kya katonda nebeemalira mu byobufuzi ebyawulayawula mu bantu,1
UG_TRUE_747,Abayisiraamu baweereddwa amagezi okwetegekera akalulu ka 2026 – besimbewo ku buli kifo,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,12,abayisiraamu baweereddwa amagezi okwetegekera akalulu ka 2026 besimbewo ku buli kifo,1
UG_TRUE_748,Ebyava mu kubala abantu mu Uganda 2024 –  bannauganda abasoba mu kakasse kalamba n’ekitundu tebalina webabeera,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,16,ebyava mu kubala abantu mu uganda 2024 bannauganda abasoba mu kakasse kalamba nekitundu tebalina webabeera,1
UG_TRUE_749,Omuliro gusaanyizaawo ebintu by’abatuuze ku kyalo kiramba mu district ye Nabiratuk,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,11,omuliro gusaanyizaawo ebintu byabatuuze ku kyalo kiramba mu district ye nabiratuk,1
UG_TRUE_750,Ssaabasajja Kabaka aggaddewo omwaka omukadde 2024 – naggulawo omuggya 2025,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,10,ssaabasajja kabaka aggaddewo omwaka omukadde 2024 naggulawo omuggya 2025,1
UG_TRUE_751,"Bannauganda abali mu UAE nga tebalina biwandiiko bali mu kattu – nsalesale eyabaweebwa agwako 31 December,2024",TRUE,CBS FM,traditional_media,Luganda,2/19/2026,16,bannauganda abali mu uae nga tebalina biwandiiko bali mu kattu nsalesale eyabaweebwa agwako 31 december2024,1
UG_TRUE_752,Okukuza olunaku lw’amaka amalungi – abafumbo balabuddwa ku nneyisa zaabwe ezitamya abavubuka obufumbo,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,13,okukuza olunaku lwamaka amalungi abafumbo balabuddwa ku nneyisa zaabwe ezitamya abavubuka obufumbo,1
UG_TRUE_753,Omumyuka w’omubaka wa president e Budaka afiiridde mu kabenje e Mayuge,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,11,omumyuka womubaka wa president e budaka afiiridde mu kabenje e mayuge,1
UG_TRUE_754,Ekanisa ya Uganda ekuzizza olunaku lw’abaana abattibwa obwereere – essira liteekeddwa kukuwa abaana essuubi,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,14,ekanisa ya uganda ekuzizza olunaku lwabaana abattibwa obwereere essira liteekeddwa kukuwa abaana essuubi,1
UG_TRUE_755,Oluguudo lwa Nothern Bypass lutandise okuddaabirizibwa –  lwakumala emyezi 6,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,10,oluguudo lwa nothern bypass lutandise okuddaabirizibwa lwakumala emyezi 6,1
UG_TRUE_756,"Government ya Uganda erangiridde olwa nga 6 January,2025 – okutandika okussa number plate endigito ku mmotoka z’obwannanyini",TRUE,CBS FM,traditional_media,Luganda,2/19/2026,17,government ya uganda erangiridde olwa nga 6 january2025 okutandika okussa number plate endigito ku mmotoka zobwannanyini,1
UG_TRUE_757,Hajjat Sharifah Buzeki alondeddwa nga Ssenkulu wa KCCA omuggya –  Benon Kigenyi ye mumyuka,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,14,hajjat sharifah buzeki alondeddwa nga ssenkulu wa kcca omuggya benon kigenyi ye mumyuka,1
UG_TRUE_758,Okukuuma emirembe n’okuzzaamu abantu essuubi – z’empagi ezisiinze okussibwako essira mu kukuza olunaku lwa Ssekukkulu 2024,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,16,okukuuma emirembe nokuzzaamu abantu essuubi zempagi ezisiinze okussibwako essira mu kukuza olunaku lwa ssekukkulu 2024,1
UG_TRUE_759,Obubaka bwa Ssaabasajja Kabaka obwa Ssekukkulu 2024 – alagidde abantu be okwongera okulima emmwanyi mu bungi,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,16,obubaka bwa ssaabasajja kabaka obwa ssekukkulu 2024 alagidde abantu okwongera okulima emmwanyi mu bungi,1
UG_TRUE_760,Abantu 4 bafiiridde mu kabenje akagudde e Nakasongola  – Taxi etomedde lukululana,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,12,abantu 4 bafiiridde mu kabenje akagudde e nakasongola taxi etomedde lukululana,1
UG_TRUE_761,Eng.Daniel Ssebuggwawo bba wa minister Owek.Joyce Ssebuggwawo –  aziikiddwa e Nkumba ku lunaku lwennyini lweyazaalibwako,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,15,engdaniel ssebuggwawo bba wa minister owekjoyce ssebuggwawo aziikiddwa e nkumba ku lunaku lwennyini lweyazaalibwako,1
UG_TRUE_762,Omusirikale akubye omuntu wa bulijjo amasasi agamuttiddewo mu Kampala – police emuyigga,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,12,omusirikale akubye omuntu wa bulijjo amasasi agamuttiddewo mu kampala police emuyigga,1
UG_TRUE_763,FDC Katonga etwalidde Dr.Kiiza Besigye ebyassava bya Ssekukkulu 2024,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,9,fdc katonga etwalidde drkiiza besigye ebyassava bya ssekukkulu 2024,1
UG_TRUE_764,Emyaka 50 egy’obusumba bwe Bunnamwaya – Ssaabalabirizi atabukidde abalemesa enkulaakulana y’ekkanisa,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,11,emyaka 50 egyobusumba bwe bunnamwaya ssaabalabirizi atabukidde abalemesa enkulaakulana yekkanisa,1
UG_TRUE_765,Ssentebe wa Wakiso alabudde ab’ebyokwerinda abakozesa abakozi okubega banabwe – obunkenke buzingamya emirimu,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,13,ssentebe wa wakiso alabudde abebyokwerinda abakozesa abakozi okubega banabwe obunkenke buzingamya emirimu,1
UG_TRUE_766,Owek.Nelson Kawalya eyaliko sipiika wa Buganda – aziikiddwa e Buyuki mu Bulemeezi,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,12,oweknelson kawalya eyaliko sipiika wa buganda aziikiddwa e buyuki mu bulemeezi,1
UG_TRUE_767,Kitalo! – ekya Eng. Daniel Ssebuggwawo bba wa Owek. Joyce Juliet Ssebuggwawo,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,12,kitalo ekya eng daniel ssebuggwawo bba wa owek joyce juliet ssebuggwawo,1
UG_TRUE_768,Olutindo lw’e Kaluma luzzeemu okukola oluvannyuma lw’emyezi esatu nga luddaabirizibwa,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,10,olutindo lwe kaluma luzzeemu okukola oluvannyuma lwemyezi esatu nga luddaabirizibwa,1
UG_TRUE_769,Government eyanjulidde parliament etteeka eppya erifuga eggye ly’eggwanga – SFC etongozebwe mu mateeka,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,13,government eyanjulidde parliament etteeka eppya erifuga eggye lyeggwanga sfc etongozebwe mu mateeka,1
UG_TRUE_770,Emmotoka ne business eziwera zisaanyiziddwawo omuliro e Wandegeya ku bbiri,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,10,emmotoka ne business eziwera zisaanyiziddwawo omuliro e wandegeya ku bbiri,1
UG_TRUE_771,President Museveni atadde omukono ku mabago g’amateeka 9 – ery’emmwanyi eriggyawo UCDA likyajulidde,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,13,president museveni atadde omukono ku mabago gamateeka 9 eryemmwanyi eriggyawo ucda likyajulidde,1
UG_TRUE_772,Owek.Nelson Kawalya eyali omukubiriza w’Olukiiko lwa Buganda afudde!,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,8,oweknelson kawalya eyali omukubiriza wolukiiko lwa buganda afudde,1
UG_TRUE_773,Parliament etandise okunoonyereza ku sente obuwumbi obusoba mu 68 ezaabulankanyizibwa mu bank enkulu eya Uganda,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,15,parliament etandise okunoonyereza ku sente obuwumbi obusoba mu 68 ezaabulankanyizibwa mu bank enkulu eya uganda,1
UG_TRUE_774,Abantu 3 ababadde basaabalira ku pikipiki batomeddwa mmotoka e Kamuli,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,10,abantu 3 ababadde basaabalira ku pikipiki batomeddwa mmotoka e kamuli,1
UG_TRUE_775,"Amakomera gonna mu Uganda gaweze okukyalira abasibe okutuusa nga 18 January,2025",TRUE,CBS FM,traditional_media,Luganda,2/19/2026,11,amakomera gon na mu uganda gaweze okukyalira abasibe okutuusa nga 18 january2025,1
UG_TRUE_776,Democratic Alliance siyakutaliza kibiina kyonna – Mathias Mpuuga,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,8,democratic alliance siyakutaliza kibiina kyonna mathias mpuuga,1
UG_TRUE_777,"Bannauganda abaagenze e Singapore okubangulwa ku kulwanyisa enguzi tebalina kyanjawulo kyebagenda kukyusa, amateeka gegasinga – Anti corruption Coalition Uganda",TRUE,CBS FM,traditional_media,Luganda,2/19/2026,19,bannauganda abaagenze e singapore okubangulwa ku kulwanyisa enguzi tebalina kyanjawulo kyebagenda kukyusa amateeka gegasinga anti corruption coalition uganda,1
UG_TRUE_778,Enteeseganya wakati wa Rwanda ne DRC zigudde butaka – president Kagame azeesambye,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,12,enteeseganya wakati wa rwanda ne drc zigudde butaka president kagame azeesambye,1
UG_TRUE_779,Enkalu zeyongedde mu Uganda Law Society – oluvannyuma lwa kooti okuyimiriza Ttabamiruka,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,12,enkalu zeyongedde mu uganda law society oluvannyuma lwa kooti okuyimiriza ttabamiruka,1
UG_TRUE_780,Abasirikale ba police 4 abavunaanibwa ogw’okutulugunya omukyala e Mbarara – boolekedde kugobwa ku mulimu,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,14,abasirikale ba police 4 abavunaanibwa ogwokutulugunya omukyala e mbarara boolekedde kugobwa ku mulimu,1
UG_TRUE_781,Wakiso eweereddwa obuwumbi 350 okukola enguudo – zitandika mu January 2025,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,11,wakiso eweereddwa obuwumbi 350 okukola enguudo zitandika mu january 2025,1
UG_TRUE_782,President Museveni awaanye Kooti y’amagye nti etebenkezza eggwanga erina okusigalawo,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,10,president museveni awaanye kooti yamagye nti etebenkezza eggwanga erina okusigalawo,1
UG_TRUE_783,"Besigye aziddwayo ku alimanda e Luzira okutuusa nga 7 January, 2025",TRUE,CBS FM,traditional_media,Luganda,2/19/2026,11,besigye aziddwayo ku alimanda e luzira okutuusa nga 7 january 2025,1
UG_TRUE_784,Bannamateeka 41 bebasunsuddwa kooti y’amagye okutandika okuwolereza Rtd Col. Dr.Kiiza Besigye,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,11,bannamateeka 41 bebasunsuddwa kooti yamagye okutandika okuwolereza rtd col drkiiza besigye,1
UG_TRUE_785,FDC ye Najjanankumbi ekukkulumye olw’okusosolebwa mu nteekateeka z’okununula Dr.Kiiza Besigye,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,10,fdc ye najjanankumbi ekukkulumye olwokusosolebwa mu nteekateeka zokununula drkiiza besigye,1
UG_TRUE_786,Abazigu basse omukuumi w’ebbaala nebanyagulula ne Supermarket e Kijabijo,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,9,abazigu basse omukuumi webbaala nebanyagulula ne supermarket e kijabijo,1
UG_TRUE_787,Ababadde babba kasooli e Nakaseke bakubiddwa mizibu – n’emmotoka yaabwe eteekeddwa omuliro,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,12,ababadde babba kasooli e nakaseke bakubiddwa mizibu nemmotoka yaabwe eteekeddwa omuliro,1
UG_TRUE_788,Omukadde yekumyeko omuliro e Kyotera – yasoose kulumiriza abaana be obutamufaako,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,11,omukadde yekumyeko omuliro e kyotera yasoose kulumiriza abaana obutamufaako,1
UG_TRUE_789,Mwetondere bemusobezza mu nnaku zino eza Ssekukkulu esembedde – Ssaabasumba Augustine Kasujja,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,12,mwetondere bemusobezza mu nnaku zino eza ssekukkulu esembedde ssaabasumba augustine kasujja,1
UG_TRUE_790,Ssaabalabirizi Kazimba Mugalu alabudde government ya Uganda ku bannauganda abagenze ku kyeyo,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,12,ssaabalabirizi kazimba mugalu alabudde government ya uganda ku bannauganda abagenze ku kyeyo,1
UG_TRUE_791,Mathias Mpuuga atongozza ekisinde ky’obufuzi ekiggya – ki Democratic Alliance,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,10,mathias mpuuga atongozza ekisinde kyobufuzi ekiggya ki democratic alliance,1
UG_TRUE_792,Government etandise okugezesa enkola y’okufunira abayizi eby’okulya ku masomero – etandika mu 2026,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,13,government etandise okugezesa enkola yokufunira abayizi ebyokulya ku masomero etandika mu 2026,1
UG_TRUE_793,President Museveni asuubizza okusaawo enkola empya ezinaasitula Kalamoja,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,8,president museveni asuubizza okusaawo enkola empya ezinaasitula kalamoja,1
UG_TRUE_794,Nakayima asse 4 e Mubende – abalala 8 bapooca,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,9,nakayima asse 4 e mubende abalala 8 bapooca,1
UG_TRUE_795,Omukuumi asangiddwa yattiddwa e Masajja,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,5,omukuumi asangiddwa yattiddwa e masajja,1
UG_TRUE_796,"Dr.Kiiza Besigye ne munne baziddwayo ku alimanda okutuusa nga 10 December,2024",TRUE,CBS FM,traditional_media,Luganda,2/19/2026,11,drkiiza besigye ne munne baziddwayo ku alimanda okutuusa nga 10 december2024,1
UG_TRUE_797,Abapolice 5 basuumusiddwa amaddaala okumyuka Ssaabapolice wa Uganda,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,8,abapolice 5 basuumusiddwa amaddaala okumyuka ssaabapolice wa uganda,1
UG_TRUE_798,Abaafiiridde mu kubumbulukuka kw’ettaka e Bulambuli baweze 22 – kawefube aliwo wakusomesa abantu abakyalemedde bifo ebiri mu katyabaga,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,18,abaafiiridde mu kubumbulukuka kwettaka e bulambuli baweze 22 kawefube aliwo wakusomesa abantu abakyalemedde bifo ebiri mu katyabaga,1
UG_TRUE_799,Ettaka libumbulukuse mu district ye Bulambuli neriziika amayumba – 15 baziikuddwayo nga bafudde,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,13,ettaka libumbulukuse mu district ye bulambuli neriziika amayumba 15 baziikuddwayo nga bafudde,1
UG_TRUE_800,Abantu abatanamanyibwa muwendo bateeberezebwa okuba nga bafiiridde mu mugga Tangi ogubooze negusalamu oluguudo oluva e Nwoya okudda e Pakwach,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,19,abantu abatanamanyibwa muwendo bateeberezebwa okuba nga bafiiridde mu mugga tangi ogubooze negusalamu oluguudo oluva e nwoya okudda e pakwach,1
UG_TRUE_801,Amataba gasazeemu oluguudo lwe Pakwach – abava e Kampala okudda e Ggulu newalala balabuddwa,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,14,amataba gasazeemu oluguudo lwe pakwach abava e kampala okudda e ggulu newalala balabuddwa,1
UG_TRUE_802,Abazigu balumbye ebyalo e Buloba nebatema abatuuze,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,7,abazigu balumbye ebyalo e buloba nebatema abatuuze,1
UG_TRUE_803,Abazzi b’emisango n’abatunda ebiragalalagala eby’obulabe bakugyibwangako endagaluse,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,7,abazzi bemisango nabatunda ebiragalalagala ebyobulabe bakugyibwangako endagaluse,1
UG_TRUE_804,Government ya Uganda eteekateeka kutandikawo University y’eby’emikono – eyanjuddwa mu bbago ly’etteeka,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,12,government ya uganda eteekateeka kutandikawo university yebyemikono eyanjuddwa mu bbago lyetteeka,1
UG_TRUE_805,Nnaabagereka Nagginda akubirizza abakyala okwongera okuvuganya ku bifo by’obukulembeze,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,9,nnaabagereka nagginda akubirizza abakyala okwongera okuvuganya ku bifo byobukulembeze,1
UG_TRUE_806,Ppaapa alonze Fr. Dr. Constantine Rupiny okubeera omusumba w’essaza lye Nebbi,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,11,ppaapa alonze fr dr constantine rupiny okubeera omusumba wessaza lye nebbi,1
UG_TRUE_807,Abakuumi ba G4S abagambibwa okubba sente ezisoba mu kawumbi kalamba mu Kampala police ebayigga – waliwo akwatiddwa n’obukadde 117,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,19,abakuumi ba g4s abagambibwa okubba sente ezisoba mu kawumbi kalamba mu kampala police ebayigga waliwo akwatiddwa nobukadde 117,1
UG_TRUE_808,Martha Karua yagenda okukulemberamu bannamateeka 50 abagenda okuwolereza Dr Kiiza Besigye,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,11,martha karua yagenda okukulemberamu bannamateeka 50 abagenda okuwolereza dr kiiza besigye,1
UG_TRUE_809,President Museveni aliko abawagizi ba NUP 19 baawadde ekisonyiwo – Olivia Lutaaya yoomu kubasonyiyiddwa,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,14,president museveni aliko abawagizi ba nup 19 baawadde ekisonyiwo olivia lutaaya yoomu kubasonyiyiddwa,1
UG_TRUE_810,Abantu 2 bakubiddwa amasasi e Kiwaatule,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,6,abantu 2 bakubiddwa amasasi e kiwaatule,1
UG_TRUE_811,FDC etadde government ya Kenya ku nninga – basazeewo okugumba ku kitebe kyayo mu Uganda,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,15,fdc etadde government ya kenya ku nninga basazeewo okugumba ku kitebe kyayo mu uganda,1
UG_TRUE_812,Dr.Kiiza Besigye asimbiddwa mu kooti y’amagye agguddwako emisango 4 ne munne – nebasindikibwa ku alimanda mu kkomera e Luzira,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,19,drkiiza besigye asimbiddwa mu kooti yamagye agguddwako emisango 4 ne munne nebasindikibwa ku alimanda mu kkomera e luzira,1
UG_TRUE_813,Omumyuka wa RDC Majambere Ivan Kamuntu Ssemakula akwatiddwa,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,8,omumyuka wa rdc majambere ivan kamuntu ssemakula akwatiddwa,1
UG_TRUE_814,President Museveni ayisizza ekiragiro ku babba sente za government – basibwe ate balagirwe n’okuzizza,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,14,president museveni ayisizza ekiragiro ku babba sente za government basibwe ate balagirwe nokuzizza,1
UG_TRUE_815,Dr.Kiiza Besigye atwalibwa mu kooti y’amagye – yakwatiddwa mu Kenya,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,10,drkiiza besigye atwalibwa mu kooti yamagye yakwatiddwa mu kenya,1
UG_TRUE_816,Banna NRM e Lwengo bagala omuwendo gw’ababaka ba parliament gukendeezebwe – nga bwekyakoleddwa ku bitongole bya government,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,17,banna nrm e lwengo bagala omuwendo gwababaka ba parliament gukendeezebwe nga bwekyakoleddwa ku bitongole bya government,1
UG_TRUE_817,Government etangaazizza ku bya ‘Muzungu boda’ eyatikkiddwa ku nnyonyi nazzibwayo ewabwe,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,11,government etangaazizza ku bya muzungu boda eyatikkiddwa ku nnyonyi nazzibwayo ewabwe,1
UG_TRUE_818,Minister asabye alipoota ku by’okuzimba ekizimbe ku mwala gwe Nakivubo – Hamis Kiggundu yewozezaako,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,14,minister asabye alipoota ku byokuzimba ekizimbe ku mwala gwe nakivubo hamis kiggundu yewozezaako,1
UG_TRUE_819,Taata n’abaana be 3 basangiddwa bafiiridde mu nnyumba e Kyengera,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,10,taata nabaana 3 basangiddwa bafiiridde mu nnyumba e kyengera,1
UG_TRUE_820,Okukuza emyaka 60 egy’Abajulizi ba Uganda- Ssaabasumba Ssemogerere alabudde bannauganda obutava kukulima mmwanyi,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,13,okukuza emyaka 60 egyabajulizi ba uganda ssaabasumba ssemogerere alabudde bannauganda obutava kukulima mmwanyi,1
UG_TRUE_821,Abantu 6 bateeberezebwa okuba nga bafiiridde mu kabenje akagudde e Kakira,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,11,abantu 6 bateeberezebwa okuba nga bafiiridde mu kabenje akagudde e kakira,1
UG_TRUE_822,Ssaabasumba Ssemogerere yebazizza abakulira ettendekero lya Uganda Catholic Management and Training Institute – olw’okuzza essuubi mu bavubuka,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,17,ssaabasumba ssemogerere yebazizza abakulira ettendekero lya uganda catholic management training institute olwokuzza essuubi mu bavubuka,1
UG_TRUE_823,Ab’ebyokwerinda banunudde omukungu w’ekitebe kya Egypt mu Uganda – abawaambi babakwatidde Buloba,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,12,abebyokwerinda banunudde omukungu wekitebe kya egypt mu uganda abawaambi babakwatidde buloba,1
UG_TRUE_824,Ddereeva eyali ayagala okutomera omusirikale wa police y’ebidduka alagiddwa okusasula engassi,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,11,ddereeva eyali ayagala okutomera omusirikale wa police yebidduka alagiddwa okusasula engassi,1
UG_TRUE_825,Omuliro gusaanyizaawo ekisulo ky’abayizi ku Wamatovu Umea S S Mpigi,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,10,omuliro gusaanyizaawo ekisulo kyabayizi ku wamatovu umea mpigi,1
UG_TRUE_826,Emmundu eyabbibwa ku musirikale ng’akuuma ebigezo e Kyotera – esangiddwa mu mirandira gya Kalittunsi,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,14,emmundu eyabbibwa ku musirikale ngakuuma ebigezo e kyotera esangiddwa mu mirandira gya kalittunsi,1
UG_TRUE_827,Ggoonya eridde omukazi abadde agenze okusena amazzi – ku mwalo gwe Ntuuwa,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,12,ggoonya eridde omukazi abadde agenze okusena amazzi ku mwalo gwe ntuuwa,1
UG_TRUE_828,Omumegganyi w’Entanda ya Buganda  2013 yoomu ku batudde ebigezo bya S.6 UNEB 2024,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,13,omumegganyi wentanda ya buganda 2013 yoomu ku batudde ebigezo bya s6 uneb 2024,1
UG_TRUE_829,"Abayizi 142,009 bebagenda okutuula ebigezo bya S.6  – UNEB 2024",TRUE,CBS FM,traditional_media,Luganda,2/19/2026,10,abayizi 142009 bebagenda okutuula ebigezo bya s6 uneb 2024,1
UG_TRUE_830,Emmotoka ekutte omuliro ku lutindo lwa Nambigirwa ku Entebbe Express Way,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,11,emmotoka ekutte omuliro ku lutindo lwa nambigirwa ku entebbe express way,1
UG_TRUE_831,Abazigu bateekedde omuliro ebyambalo bya bannaddiini mu eklezia ye Kigungu Mapeera,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,11,abazigu bateekedde omuliro ebyambalo bya bannaddiini mu eklezia ye kigungu mapeera,1
UG_TRUE_832,President Museveni agambye nti abawakanya eky’okuggyawo ekitongole kya UCDA – balabe ba ggwanga,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,13,president museveni agambye nti abawakanya ekyokuggyawo ekitongole kya ucda balabe ba ggwanga,1
UG_TRUE_833,Obwakabaka bwa Buganda ssibwakupondooka kukubiriza bantu okwerimira emmwanyi – Owe- Nsibirwa,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,11,obwakabaka bwa buganda ssibwakupondooka kukubiriza bantu okwerimira emmwanyi owe nsibirwa,1
UG_TRUE_834,Abazigu basse omukuumi – emmundu bagitutte,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,6,abazigu basse omukuumi emmundu bagitutte,1
UG_TRUE_835,Abayizi ba P.7 batandise okukola ebibuuzo bya PLE 2024 –  abasibe 323 bebatuulidde mu makomera,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,15,abayizi ba p7 batandise okukola ebibuuzo bya ple 2024 abasibe 323 bebatuulidde mu makomera,1
UG_TRUE_836,Bannauganda 80 ababadde baasibwa mu makomera g’e Buwalabu bayiimbuddwa nebadda ku butaka,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,12,bannauganda 80 ababadde baasibwa mu makomera ge buwalabu bayiimbuddwa nebadda ku butaka,1
UG_TRUE_837,Omujaasi wa UPDF akubye banne amasasi omu amusse n’okulumya abalala – naye bamusse,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,13,omujaasi wa updf akubye banne amasasi omu amusse nokulumya abalala naye bamusse,1
UG_TRUE_838,Abantu 3 bafiiridde mu kabenje akagudde ku lw’e Mbarara,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,9,abantu 3 bafiiridde mu kabenje akagudde ku lwe mbarara,1
UG_TRUE_839,Dorothy Kisaka ne banne abaali bakulira KCCA bayimbuddwa ku kakalu ka kooti,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,12,dorothy kisaka ne banne abaali bakulira kcca bayimbuddwa ku kakalu ka kooti,1
UG_TRUE_840,Omuliro gusaanyizaawo emmaali y’abantu mu Kakajjo Bweyogerere,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,7,omuliro gusaanyizaawo emmaali yabantu mu kakajjo bweyogerere,1
UG_TRUE_841,Laddu esse 14 e Lamwo abalala bakoseddwa – babadde banoonyi ba bubudamu,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,12,laddu esse 14 e lamwo abalala bakoseddwa babadde banoonyi ba bubudamu,1
UG_TRUE_842,Omumyuka w’Omulabirizi w’Obulabirizi bwa Kampala atuuziddwa  n’okutongoza lutikko empya – president Museveni awaddeyo obukadde bwa shs 100,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,17,omumyuka womulabirizi wobulabirizi bwa kampala atuuziddwa nokutongoza lutikko empya president museveni awaddeyo obukadde bwa shs 100,1
UG_TRUE_843,Omusirikale wa SFC eyatta ab’oLuganda 5 olw’enkaayana z’ettaka e Mayuge – asindikiddwa ku kalabba,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,14,omusirikale wa sfc eyatta aboluganda 5 olwenkaayana zettaka e mayuge asindikiddwa ku kalabba,1
